ID,Edge,R2,R4,ep,as,J,Je,ep1,ep2,ti,to,R1,R3,R5,t1,t2,t3,t4,Convection,Radiation,‚‘t,SAT,ar,ƒ°R
360,Hoka,0.07116,1.38835,0.52529,0.78351,353.4778,136.05017,0.24889,0.31063,22.10122,0.11295,0.04,0.038588186,0.11,9.36401979,9.92765401,10.23329795,21.22994732,-7.641098365,-0.279562398,-7.920660763,9.04719336,0.914666926,1.648098186
361,Hoka,0.04589,6.82104,0.16185,0.33705,989.03222,46.5747,0.30707,0.1169,23.79503,-9.47871,0.04,0.03917314,0.11,4.795487654,4.919757349,5.025837848,23.49715102,-2.652012486,-0.055978256,-2.707990742,4.687168024,0.527696003,7.05610314
362,Hoka,0.04737,3.51635,0.89925,0.36285,742.19872,34.14791,0.21631,0.44426,18.11699,-2.78902,0.04,0.038504161,0.11,7.697138601,7.830101574,7.938179,17.80823072,-2.701935669,-0.104966864,-2.806902533,7.584862499,0.971219123,3.752224161
363,Hoka,0.04917,2.67653,0.70725,0.17072,555.66578,33.10795,0.94175,0.88991,-1.29107,-8.02022,0.04,0.033543589,0.11,-4.863989891,-4.802761046,-4.760990958,-1.428047282,-1.044252206,-0.200995811,-1.245248017,-4.913799812,4.811955628,2.909243589
364,Hoka,0.03424,5.44262,0.34703,0.96201,987.70549,93.44536,0.61152,0.83574,1.02989,-9.0472,0.04,0.03556905,0.11,30.64446833,30.46411867,30.27676861,1.609284348,4.683751517,0.583469832,5.267221349,30.85515718,3.114329558,5.66242905
365,Hoka,0.04194,5.87289,0.65366,0.82442,902.4741,34.36831,0.03747,0.09233,27.14382,-6.25113,0.04,0.039751604,0.11,25.13397446,25.14787367,25.16104764,27.10736522,-0.329349117,-0.002058006,-0.331407123,25.12071817,0.156217689,6.104581604
366,Hoka,0.04809,1.41676,0.54954,0.63766,87.84117,40.79378,0.22572,0.76558,32.30301,7.57592,0.04,0.038161447,0.11,9.599578906,10.27645445,10.81358379,30.75473988,-13.42823351,-0.646949362,-14.07518288,9.036571591,1.204457313,1.653011447
367,Hoka,0.07709,3.29732,0.26407,0.50559,866.87976,28.54351,0.06008,0.72603,4.2905,-4.15334,0.04,0.039470853,0.11,14.45941632,14.23695654,14.1230549,4.607928665,2.847540958,0.038174178,2.885715136,14.57484492,0.335150386,3.563880853
368,Hoka,0.03473,1.24736,0.43733,0.95169,906.10466,25.43413,0.55786,0.13144,12.99305,11.34353,0.04,0.03894217,0.11,47.39106929,46.55625702,45.62019594,15.63714298,23.40152701,0.635681935,24.03720895,48.35255764,0.679103051,1.47103217
369,Hoka,0.03291,1.2734,0.90914,0.17313,346.40776,106.49291,0.18741,0.36498,-5.36538,-8.05299,0.04,0.038750296,0.11,-9.540111958,-9.445689459,-9.334510494,-5.680982396,-2.779474146,-0.089638543,-2.869112689,-9.654876466,0.806254515,1.495060296
370,Hoka,0.0846,5.7519,0.30807,0.88276,69.62402,122.66823,0.0811,0.27968,-5.67562,31.95817,0.04,0.039396875,0.11,32.73069415,32.18788924,31.93511363,-4.969845303,6.319390333,0.09674328,6.416133613,32.98733949,0.382723947,6.025896875
371,Hoka,0.08441,6.33065,0.14075,0.21084,404.46959,141.88852,0.03503,0.21714,7.93902,19.84981,0.04,0.039718108,0.11,22.59993832,22.41142804,22.32272681,8.184679638,2.217530923,0.015738515,2.233269438,22.68926909,0.177432875,6.604778108
372,Hoka,0.08166,0.72535,0.55067,0.30081,407.57391,103.81257,0.8007,0.13574,-5.64837,28.76693,0.04,0.038836353,0.11,30.11533659,27.05996658,25.60687537,-1.532637684,36.32728023,1.088468101,37.41574833,31.61196652,0.749070736,0.995846353
373,Hoka,0.00477,1.1287,0.97753,0.87426,768.09014,82.36505,0.05383,0.54908,-5.31774,15.06418,0.04,0.039534923,0.11,39.36655235,39.20042355,37.8235075,-1.486677414,34.42290114,0.404940551,34.82784169,40.75966602,0.294092405,1.323004923
374,Hoka,0.0944,1.76083,0.42691,0.25904,162.41635,50.92688,0.9695,0.82618,15.80511,24.64287,0.04,0.033790803,0.11,25.33611893,24.88603494,24.72492584,16.32957227,4.02772752,0.74011127,4.767838789,25.52683248,4.593851408,2.039020803
375,Hoka,0.08729,2.78184,0.22489,0.68117,204.95493,91.89622,0.10857,0.40422,2.99226,13.67699,0.04,0.039163565,0.11,18.64102222,18.18845509,17.98540614,3.562570278,5.076223614,0.108415281,5.184638895,18.84840777,0.533936687,3.058293565
376,Hoka,0.06195,1.71321,0.69794,0.27336,634.2677,5.22421,0.83229,0.97732,15.2518,9.71796,0.04,0.033717557,0.11,17.06014384,17.00176237,16.96998705,15.35546364,0.794382855,0.148013827,0.942396682,17.09783971,4.65813889,1.958877557
377,Hoka,0.01735,2.82336,0.753,0.20429,959.97079,75.54075,0.8062,0.67202,1.00845,35.74766,0.04,0.035334947,0.11,41.26192772,41.02804047,40.55170654,2.49130864,11.90834815,1.572184941,13.48053309,41.80114904,3.30059409,3.026044947
378,Hoka,0.0854,4.76014,0.18725,0.35838,88.60379,90.33815,0.48662,0.64471,26.88105,17.39605,0.04,0.036779491,0.11,18.11144554,18.26146082,18.32606838,26.68782188,-1.615189057,-0.141430181,-1.756619238,18.04118077,2.189065424,5.032319491
379,Hoka,0.0473,6.92707,0.30129,0.5481,623.23759,41.03041,0.83244,0.90782,4.61627,9.9508,0.04,0.034038105,0.11,24.15554645,24.02571296,23.93228196,4.918208352,2.335774877,0.409119228,2.744894105,24.26534221,4.378838385,7.158408105
380,Hoka,0.09319,6.09936,0.86132,0.78033,172.21884,47.12602,0.935,0.48316,20.78962,4.37998,0.04,0.036144415,0.11,8.535437374,8.715595495,8.785471124,20.57696421,-1.746890715,-0.186343769,-1.933234484,8.458107994,2.666792019,6.378694415
381,Hoka,0.0133,1.30828,0.18253,0.38747,295.98993,60.88819,0.87864,0.28674,20.82661,0.76305,0.04,0.03763148,0.11,5.678647496,5.815774046,6.203764651,19.69248064,-9.699765129,-0.610501778,-10.31026691,5.26623682,1.573496291,1.50921148
382,Hoka,0.02257,5.18302,0.04667,0.46627,694.28456,65.97073,0.78811,0.33836,28.20785,26.69437,0.04,0.037356167,0.11,40.54328917,40.4912784,40.40519408,28.46133626,2.152107967,0.152312587,2.304420554,40.63546599,1.769341845,5.392946167
383,Hoka,0.01291,3.3508,0.6636,0.16884,523.13853,61.68413,0.51134,0.84304,26.20161,-0.44217,0.04,0.036148649,0.11,1.895405407,1.984808751,2.235142608,25.43984642,-6.258346435,-0.66677706,-6.925123495,1.618400467,2.663551257,3.549858649
384,Hoka,0.00823,1.28583,0.70874,0.73609,212.85485,145.54201,0.2039,0.68785,-3.46988,-11.32278,0.04,0.038366058,0.11,-8.846342303,-8.81566601,-8.672661337,-3.87989121,-3.575116807,-0.152257829,-3.727374635,-8.995437288,1.064705273,1.482426058
385,Hoka,0.05077,3.26675,0.84925,0.35533,897.02045,133.08687,0.79139,0.28033,10.51909,1.98721,0.04,0.037751231,0.11,10.92660394,10.92063342,10.9161939,10.53202594,0.110988087,0.006611349,0.117599436,10.93130792,1.489202411,3.505271231
386,Hoka,0.04933,5.03553,0.991,0.83332,624.19807,117.35851,0.65318,0.32163,25.25734,-5.15724,0.04,0.037640378,0.11,12.49917936,12.61945839,12.71123516,24.98913215,-2.294419264,-0.143833908,-2.438253172,12.40164923,1.567214747,5.272500378
387,Hoka,0.04273,2.1349,0.23184,0.77125,60.02537,133.25069,0.04569,0.17569,13.9595,30.11466,0.04,0.039659495,0.11,30.50001228,30.19632162,29.91445365,14.74129202,7.04669929,0.060500874,7.107200164,30.78430029,0.2146426,2.367289495
388,Hoka,0.03583,1.83679,0.9681,0.6368,747.50048,138.11908,0.77362,0.60018,6.5995,7.09849,0.04,0.035826313,0.11,21.68199784,21.41426424,21.14655819,7.421456349,6.692651205,0.779679242,7.472330447,21.98089106,2.912445375,2.058446313
389,Hoka,0.01551,2.6043,0.36804,0.51919,848.01278,72.67205,0.91573,0.74037,1.67678,-4.58451,0.04,0.034537185,0.11,13.22806225,13.16325115,13.0189318,2.136433206,3.607983567,0.570681947,4.178665513,13.39520887,3.954299792,2.804347185
390,Hoka,0.03029,1.10368,0.62637,0.55426,518.03769,28.07849,0.6103,0.108,9.77166,-6.34279,0.04,0.039098578,0.11,5.509224979,5.609850276,5.739738225,9.406233038,-3.247198744,-0.074864547,-3.322063291,5.376342447,0.576377925,1.323068578
391,Hoka,0.09829,3.73866,0.89675,0.71761,545.81282,51.77486,0.39592,0.75996,39.98632,31.28745,0.04,0.037026599,0.11,46.23564592,46.08146674,46.02338626,40.15886766,1.452012071,0.116603047,1.568615117,46.29839052,2.007611523,4.023976599
392,Hoka,0.01577,4.44334,0.03134,0.67493,585.80204,41.45213,0.04376,0.28335,22.85849,-6.21184,0.04,0.039643575,0.11,11.02461827,11.06511081,11.16690341,22.57604359,-2.544814865,-0.022879749,-2.567694614,10.92191048,0.224768302,4.648753575
393,Hoka,0.03549,5.22947,0.8935,0.57793,752.89632,5.808,0.69986,0.14062,16.39653,27.29748,0.04,0.038825012,0.11,45.77312197,45.58054409,45.36986957,16.99341833,5.266862898,0.159394684,5.426257582,45.99017227,0.756592143,5.453785012
394,Hoka,0.02957,0.22195,0.77778,0.78173,643.25145,11.00523,0.76904,0.61258,33.81256,16.31994,0.04,0.035776041,0.11,37.44505749,37.17469751,36.84759539,34.81829548,8.177553061,0.965496763,9.143049824,37.81077949,2.951667681,0.437296041
395,Hoka,0.00455,5.71485,0.20317,0.12943,134.91109,98.10887,0.31194,0.87403,26.65311,8.64188,0.04,0.037448958,0.11,8.657130969,8.671087644,8.785958619,26.31569588,-2.871774364,-0.19562675,-3.067401114,8.534434924,1.703012886,5.906848958
396,Hoka,0.06068,4.84064,0.12881,0.48128,793.46553,92.2055,0.39829,0.91134,11.72235,5.55911,0.04,0.036781697,0.11,21.56814202,21.44979206,21.37805322,11.93689344,1.793470884,0.156924059,1.950394943,21.64615782,2.187435268,5.088101697
397,Hoka,0.04243,5.24955,0.77377,0.96118,501.32757,103.19322,0.22507,0.66427,-7.6608,17.00606,0.04,0.038236743,0.11,34.17749063,33.85118035,33.55711854,-6.814838858,7.35154527,0.339010567,7.690555837,34.48511286,1.15285479,5.480216743
398,Hoka,0.05765,3.84949,0.41174,0.17686,369.96182,100.10983,0.13904,0.2958,16.91266,-10.64542,0.04,0.03906869,0.11,-9.333886157,-8.960849782,-8.708047655,16.20088201,-6.320053187,-0.150655832,-6.470709019,-9.592714518,0.595943687,4.09620869
399,Hoka,0.029,5.98696,0.81058,0.57149,223.31396,42.14461,0.2693,0.26624,11.60024,34.1151,0.04,0.038637141,0.11,38.00723721,37.88301127,37.71750315,12.07144187,4.137702981,0.145950372,4.283653353,38.17858335,0.881832099,6.204597141
400,Hoka,0.03735,1.78702,0.04789,0.65335,563.88114,64.42394,0.35168,0.58377,9.11651,-6.58996,0.04,0.037588233,0.11,9.290275289,9.286984076,9.283671871,9.126202995,0.082805129,0.00531301,0.088118139,9.293800014,1.604070324,2.011958233
401,Hoka,0.09581,2.59225,0.07005,0.55304,679.2308,146.16119,0.12364,0.68829,8.02096,-11.00184,0.04,0.038959092,0.11,4.928852666,5.033277343,5.07573941,7.90106944,-1.061551663,-0.028362516,-1.089914179,4.885256099,0.667949498,2.877019092
402,Hoka,0.03019,3.7549,0.37675,0.25073,961.21743,94.23388,0.17325,0.59112,23.24781,-7.51233,0.04,0.038635994,0.11,1.642296973,1.808111887,2.020315401,22.64364834,-5.305087856,-0.187290886,-5.492378742,1.422601823,0.882600301,3.973725994
403,Hoka,0.05269,2.65232,0.9729,0.60179,649.60177,92.32898,0.65766,0.85464,24.613,36.31761,0.04,0.035243018,0.11,49.06561905,48.61358603,48.31123248,25.55670152,7.558838564,1.020266132,8.579104696,49.40878324,3.374414347,2.890253018
404,Hoka,0.07252,5.26626,0.17453,0.2766,871.43799,125.14555,0.11687,0.28125,27.46553,13.63241,0.04,0.039195099,0.11,23.19389646,23.2503433,23.2808513,27.37991013,-0.762699789,-0.015662623,-0.778362413,23.16276196,0.51339412,5.527975099
405,Hoka,0.04343,4.44936,0.39527,0.11578,796.25972,113.75552,0.60249,0.18647,-4.38417,-1.43473,0.04,0.038539732,0.11,0.575862738,0.52945056,0.488264447,-4.266616705,1.029652829,0.039013486,1.068666314,0.618609391,0.94724854,4.681329732
406,Hoka,0.0681,6.96966,0.28237,0.9773,154.0859,105.38628,0.59463,0.97454,-3.85988,-11.9145,0.04,0.035285322,0.11,-6.645499712,-6.619090202,-6.605406384,-3.902538532,-0.342095466,-0.045709369,-0.387804836,-6.661011905,3.340395724,7.223045322
407,Hoka,0.07985,6.52504,0.45945,0.55154,834.44061,27.09081,0.04779,0.78749,-5.19775,-8.81748,0.04,0.039573924,0.11,10.55793215,10.37167144,10.27936002,-4.941160424,2.307785549,0.024846963,2.332632512,10.65123745,0.26916456,6.794463924
408,Hoka,0.07843,0.29524,0.73323,0.43607,737.98546,126.79451,0.92275,0.56607,20.97109,-13.74739,0.04,0.035608423,0.11,-2.026181333,1.447246234,3.024235645,16.09952259,-39.42473527,-4.862241224,-44.2869765,-3.797660392,3.083242785,0.559278423
409,Hoka,0.00783,6.22554,0.19996,0.78971,968.22993,72.53076,0.75474,0.57683,18.27317,38.8676,0.04,0.036008429,0.11,71.1498614,71.08496096,70.78649825,19.18492592,7.461567758,0.827122432,8.28869019,71.48140901,2.771275619,6.419378429
410,Hoka,0.02609,1.09982,0.86337,0.93332,251.39036,141.05076,0.79636,0.28626,11.45783,-3.55739,0.04,0.03770499,0.11,1.656888211,1.85766048,2.147814426,10.61133902,-7.253848656,-0.441523857,-7.695372513,1.34907331,1.521688272,1.31361499
411,Hoka,0.04484,4.41469,0.41516,0.32936,383.54629,8.61784,0.18282,0.32197,4.47712,20.10324,0.04,0.03883036,0.11,25.25967708,25.05745985,24.8823446,4.973192594,4.377881226,0.13186963,4.509750856,25.44006711,0.753044813,4.64836036
412,Hoka,0.04188,0.1756,0.68602,0.49172,564.61607,124.32991,0.1966,0.70313,14.56705,23.4592,0.04,0.038408926,0.11,30.12137546,28.34101234,26.70820824,19.24326641,40.82010236,1.690955901,42.51105827,31.82181779,1.035614687,0.405888926
413,Hoka,0.0324,5.94021,0.58405,0.11423,460.50175,98.68856,0.8699,0.08102,28.10504,-12.52249,0.04,0.039282428,0.11,-12.4762884,-12.26151249,-12.00111374,27.37586251,-6.509968595,-0.118917633,-6.628886228,-12.74144385,0.456675139,6.161892428
414,Hoka,0.01916,4.13831,0.84985,0.67262,250.24535,5.77347,0.83854,0.14306,9.73227,6.26312,0.04,0.038768315,0.11,13.33459092,13.3185629,13.28613184,9.824288897,0.810776721,0.025758709,0.836535431,13.36805234,0.794260265,4.346238315
415,Hoka,0.02663,6.62015,0.29732,0.41753,444.76279,16.70586,0.45412,0.47046,-7.16088,-2.96643,0.04,0.037433009,0.11,4.821063659,4.774100286,4.708085251,-6.966889349,1.650375878,0.113175491,1.76355137,4.891605714,1.714389624,6.834213009
416,Hoka,0.01689,2.18562,0.25352,0.47914,128.20956,78.07453,0.31356,0.99507,2.13873,-5.9857,0.04,0.037332872,0.11,-4.069718359,-4.025093804,-3.926457758,1.848102347,-2.465901153,-0.176168422,-2.642069575,-4.175401142,1.786045054,2.389842872
417,Hoka,0.02757,6.68752,0.5331,0.71182,815.18062,119.90633,0.51832,0.7793,33.41159,27.14486,0.04,0.036260185,0.11,49.50062158,49.43597328,49.35094756,33.66952662,2.12564309,0.219235271,2.344878361,49.59441671,2.578458164,6.901350185
418,Hoka,0.0662,3.39253,0.53009,0.66012,821.10547,32.35833,0.35535,0.83292,21.38365,14.78528,0.04,0.037185314,0.11,37.42796814,37.13341495,36.96796098,21.87308884,4.136349228,0.31309474,4.449443968,37.6059459,1.892337438,3.645915314
419,Hoka,0.01406,0.55605,0.20145,0.71088,115.5406,11.03949,0.51681,0.30805,1.39826,34.78894,0.04,0.037929909,0.11,36.31807194,35.63430416,33.78969182,6.74779457,46.11530845,2.516824006,48.63213245,38.26335724,1.364418937,0.758039909
420,Hoka,0.0982,0.34747,0.29364,0.77642,653.3601,67.08606,0.02729,0.64334,1.29562,11.72719,0.04,0.039756111,0.11,30.93528144,26.0469927,24.06797691,6.771299849,49.47539467,0.303513047,49.77890772,32.92643775,0.153365652,0.635426111
421,Hoka,0.09484,2.67118,0.08365,0.94752,597.12691,37.66867,0.13604,0.41442,33.48878,31.66193,0.04,0.038984897,0.11,55.81807747,55.09159136,54.79296224,34.33139358,7.465728036,0.194395451,7.660123488,56.12448241,0.650959459,2.955004897
422,Hoka,0.09982,6.50525,0.646,0.51215,996.71622,37.93609,0.24115,0.2537,-0.4244,6.29368,0.04,0.038752463,0.11,27.25848689,26.84933995,26.69049952,0.026473202,3.971010729,0.127836559,4.098847288,27.42244078,0.804811215,6.793822463
423,Hoka,0.07369,3.80445,0.20947,0.85053,198.89079,101.10954,0.18826,0.06597,5.63608,8.17547,0.04,0.039536623,0.11,14.52127936,14.35871657,14.27149736,5.878743953,2.180480252,0.025555681,2.206035933,14.60952079,0.293005192,4.067676623
424,Hoka,0.0467,3.89189,0.89135,0.93575,718.96642,144.36211,0.50981,0.79818,14.91158,22.49198,0.04,0.036263021,0.11,45.84540063,45.49175035,45.21713733,15.74458923,6.865325334,0.707485846,7.57281118,46.14831308,2.576301239,4.124853021
425,Hoka,0.02036,4.2951,0.76016,0.83282,931.141,38.60525,0.39884,0.49725,8.12011,-6.08451,0.04,0.037563665,0.11,26.19379446,26.11134359,25.95922388,8.565571517,3.802992516,0.246657636,4.049650152,26.35578047,1.62147069,4.503023665
426,Hoka,0.05653,2.40048,0.67406,0.29191,603.57691,131.8447,0.6173,0.58278,-1.0739,10.67733,0.04,0.036440109,0.11,14.23853998,13.9060534,13.69172742,-0.426924515,5.358149403,0.523445919,5.881595322,14.4738038,2.442288743,2.643450109
427,Hoka,0.05295,3.06989,0.49957,0.73458,6.65707,138.56161,0.18639,0.294,3.35517,21.88418,0.04,0.038858262,0.11,18.89715943,18.64562391,18.46103026,3.877717833,4.614841054,0.135593792,4.750434846,19.08717682,0.734552883,3.311698262
428,Hoka,0.0934,3.41433,0.04851,0.26836,444.3942,25.27185,0.46962,0.11954,23.01777,8.60325,0.04,0.039061214,0.11,13.83550331,14.07003234,14.16811574,22.74155808,-2.452084781,-0.058932707,-2.511017488,13.73506261,0.600842878,3.696791214
429,Hoka,0.0199,4.57676,0.09516,0.82534,340.0517,56.76328,0.89126,0.22226,0.55014,24.50087,0.04,0.038117762,0.11,36.16827923,36.01889374,35.73275099,1.375888963,7.153568711,0.353240042,7.506808752,36.46855158,1.234488882,4.784777762
430,Hoka,0.07925,0.57727,0.91323,0.23968,782.59521,17.44478,0.88512,0.68317,13.86167,-3.74392,0.04,0.034989545,0.11,4.200876184,5.156096137,5.577833819,12.53581265,-10.54344206,-1.509806566,-12.05324862,3.718746239,3.579966007,0.841509545
431,Hoka,0.00138,3.6865,0.34095,0.26724,954.49389,17.99058,0.35391,0.34078,-7.8735,-5.58475,0.04,0.038170128,0.11,5.103630581,5.098962122,4.969834836,-7.501376509,3.228182147,0.154758677,3.382940824,5.238948214,1.198497092,3.876050128
432,Hoka,0.08502,4.86921,0.82494,0.50013,262.49847,83.95352,0.95152,0.95698,3.85366,-10.77592,0.04,0.033106409,0.11,-7.986194955,-7.788714469,-7.711816447,3.598157137,-1.922450545,-0.400302752,-2.322753298,-8.079105086,5.205631342,5.137336409
433,Hoka,0.09386,2.96957,0.11084,0.23227,1.39922,54.63368,0.78878,0.04659,19.204,-7.71031,0.04,0.039584341,0.11,-7.625456736,-6.841702746,-6.511163804,18.28547306,-8.263473547,-0.086771391,-8.350244938,-7.959466533,0.262514881,3.253014341
434,Hoka,0.09129,2.38371,0.95195,0.77839,195.07987,138.06973,0.93482,0.77263,-5.93778,-14.66482,0.04,0.034267181,0.11,-13.65938939,-13.39026613,-13.28924636,-6.262060409,-2.525494413,-0.422509307,-2.94800372,-13.77730954,4.182441515,2.659267181
435,Hoka,0.00614,1.56056,0.06431,0.34604,398.13489,128.70378,0.83694,0.40373,24.21201,-4.82039,0.04,0.036852405,0.11,1.343593741,1.425535837,1.917353961,22.74399199,-12.29545311,-1.050165153,-13.34561826,0.809769011,2.135271356,1.753552405
436,Hoka,0.08794,3.91276,0.88796,0.88838,896.55376,105.02313,0.06706,0.19282,8.56285,37.5321,0.04,0.039527703,0.11,67.53865021,66.28900025,65.72730145,10.12597822,14.04247005,0.167786456,14.2102565,68.10706047,0.298712505,4.190227703
437,Hoka,0.08154,3.8236,0.95754,0.30161,539.12765,59.16614,0.89834,0.22747,6.04633,6.46562,0.04,0.038073306,0.11,11.02312908,10.92300897,10.87626008,6.181395159,1.16872208,0.059143002,1.227865081,11.07224369,1.265121164,4.093213306
438,Hoka,0.09724,1.17558,0.79346,0.12918,710.70473,4.18727,0.81835,0.91121,29.80259,19.09928,0.04,0.034101997,0.11,23.13474954,23.59234764,23.75282696,29.2849451,-4.011982943,-0.693879815,-4.705862758,22.94651503,4.323795893,1.456921997
439,Hoka,0.08612,0.21238,0.07722,0.48814,111.07899,121.43135,0.59609,0.33989,16.532,6.3515,0.04,0.037627864,0.11,8.978536485,10.43664823,11.07373172,14.66957209,-15.92708727,-1.004075575,-16.93116285,8.301289971,1.576050218,0.486127864
440,Hoka,0.00214,0.04634,0.76847,0.59021,254.32033,103.61707,0.87741,0.11175,20.62107,-4.6264,0.04,0.039020251,0.11,2.173896536,2.373779579,6.018399414,10.34670794,-91.11549587,-2.28779558,-93.40329145,-1.562235122,0.627718578,0.237500251
441,Hoka,0.03436,5.63939,0.76773,0.25333,884.26583,105.10533,0.43066,0.79157,6.32812,1.49551,0.04,0.036755743,0.11,7.717205058,7.709004918,7.700233025,6.354371904,0.219297326,0.019356344,0.23865367,7.726751205,2.206632479,5.860505743
442,Hoka,0.08838,5.08532,0.33912,0.59268,211.37149,39.84186,0.81403,0.93629,-7.97506,38.55596,0.04,0.034013367,0.11,43.03161163,42.18388455,41.85763368,-6.919957272,8.15627189,1.435571091,9.591842981,43.41528535,4.400206094,5.357713367
443,Hoka,0.02033,2.60337,0.52146,0.29385,441.7039,30.04656,0.71277,0.776,23.56908,-1.25082,0.04,0.035245523,0.11,3.993987072,4.137710246,4.386878888,22.79143371,-6.229216051,-0.840295705,-7.069511756,3.711206602,3.372397498,2.808945523
444,Hoka,0.05138,5.12434,0.13768,0.51248,907.71208,86.28245,0.62523,0.94451,37.94259,-1.6433,0.04,0.03516115,0.11,18.21392082,18.40442667,18.53479657,37.53473394,-3.259247281,-0.448535063,-3.707782344,18.06560952,3.440480459,5.36088115
445,Hoka,0.0271,0.2264,0.36649,0.75794,29.94518,19.84065,0.79303,0.58865,18.96113,-1.80056,0.04,0.035828216,0.11,0.699352902,1.938669684,3.577138654,13.93069288,-40.96172425,-4.769522322,-45.73124657,-1.12989696,2.910962862,0.439328216
446,Hoka,0.03166,5.07159,0.54447,0.38275,819.23601,41.59993,0.35019,0.80371,24.67388,-2.95017,0.04,0.037257287,0.11,9.811433656,9.901052625,10.00651566,24.36250645,-2.636575881,-0.194092763,-2.830668644,9.69820691,1.840386659,5.290507287
447,Hoka,0.05123,2.71805,0.23691,0.24221,811.91254,96.66365,0.23601,0.28281,-4.5498,28.82852,0.04,0.038696261,0.11,35.82946322,35.12053707,34.58505413,-3.0276084,13.38707364,0.451031818,13.83810545,36.38298743,0.84228979,2.957976261
448,Hoka,0.07715,1.10852,0.6312,0.67553,235.25217,43.60091,0.66311,0.31633,24.30429,29.88082,0.04,0.037658036,0.11,35.26499764,34.63078117,34.3212109,25.20855197,7.739256795,0.481306594,8.22056339,35.59382017,1.554757152,1.373328036
449,Hoka,0.09603,1.90177,0.48707,0.32894,354.06777,118.32898,0.0255,0.40999,25.96779,37.48283,0.04,0.039776734,0.11,39.7834418,39.16566781,38.9097787,26.67543489,6.397227765,0.035907586,6.43313535,40.04076722,0.14032479,2.187576734
450,Hoka,0.07362,6.31102,0.06116,0.1544,829.86431,81.42318,0.97135,0.33287,20.9036,-10.89619,0.04,0.037201664,0.11,-5.380827843,-5.084577616,-4.934876427,20.460955,-3.742529714,-0.281515754,-4.024045467,-5.541789662,1.880517826,6.571841664
451,Hoka,0.0823,6.97391,0.45776,0.30679,368.43468,145.24519,0.95864,0.89358,13.33109,-12.09384,0.04,0.033435287,0.11,-9.940865108,-9.674840626,-9.566765232,12.97552872,-2.70188486,-0.530490372,-3.232375232,-10.07016012,4.908521273,7.239645287
452,Hoka,0.06117,3.54369,0.04799,0.401,433.44287,58.62748,0.29713,0.81806,32.65592,7.48826,0.04,0.037608101,0.11,15.10994863,15.39597027,15.57182004,32.14157669,-4.396244342,-0.279603899,-4.675848241,14.9229147,1.590015689,3.792468101
453,Hoka,0.00035,1.50005,0.20729,0.56222,373.13333,109.83316,0.10393,0.85757,-7.38086,39.68235,0.04,0.039088691,0.11,46.50669763,46.49526339,45.21826518,-3.787242553,31.92495534,0.74429417,32.66924951,47.81346761,0.58284668,1.689488691
454,Hoka,0.04171,6.34089,0.36072,0.57453,814.74842,55.26825,0.16226,0.24841,9.82146,-11.93007,0.04,0.039030685,0.11,7.568987141,7.58337109,7.596831061,9.783525826,-0.336499269,-0.008356857,-0.344856127,7.555192896,0.620867422,6.571630685
455,Hoka,0.00145,0.6509,0.47326,0.16593,118.82224,125.30438,0.30274,0.14385,14.28186,-7.7478,0.04,0.039037462,0.11,-8.339779619,-8.298848884,-7.196895797,11.17676979,-27.54882718,-0.679265603,-28.22809278,-9.46890333,0.61641971,0.841387462
456,Hoka,0.02955,2.30761,0.8481,0.20095,673.87481,67.14404,0.04657,0.47339,-6.12561,-14.35935,0.04,0.039599898,0.11,-10.87126384,-10.81487156,-10.73930037,-6.335530517,-1.889279783,-0.019088551,-1.908368334,-10.94759858,0.252590314,2.526759898
457,Hoka,0.0968,4.55965,0.13404,0.91008,879.4198,62.72546,0.99424,0.57907,0.93616,34.15416,0.04,0.035345088,0.11,68.0272182,66.674721,66.18087666,2.473088642,12.34610852,1.625970044,13.97207856,68.58610134,3.292474795,4.841795088
458,Hoka,0.05333,5.84893,0.67995,0.95079,846.07567,76.1107,0.8232,0.30955,28.18777,26.77043,0.04,0.037515207,0.11,59.29038592,59.01621003,58.82333987,28.75329312,4.821753784,0.31936549,5.141119274,59.49603069,1.655857515,6.089775207
459,Hoka,0.06657,3.74573,0.6948,0.94871,109.16399,30.31732,0.10354,0.4287,-1.04109,-2.8693,0.04,0.039186394,0.11,0.700096897,0.670837472,0.653613929,-0.992741845,0.430588598,0.008940085,0.439528683,0.717678044,0.519061847,4.001486394
460,Hoka,0.09924,5.65776,0.52434,0.69976,160.39433,94.27665,0.73078,0.99942,20.04171,-13.22343,0.04,0.034285041,0.11,-10.28722368,-9.777191823,-9.60098804,19.47637844,-4.405094566,-0.734283293,-5.139377859,-10.4927988,4.167239105,5.941285041
461,Hoka,0.07747,5.29227,0.15182,0.51551,88.15004,45.35086,0.78888,0.86465,26.74734,12.83074,0.04,0.034475878,0.11,14.59528463,14.76601058,14.84198744,26.50492546,-1.899421346,-0.304347174,-2.20376852,14.50713389,4.005788063,5.554215878
462,Hoka,0.01996,1.43044,0.28721,0.81349,763.33844,118.10349,0.70838,0.6827,0.73884,22.38591,0.04,0.035663011,0.11,46.75644447,46.1809588,45.15272475,3.910354192,25.70585127,3.126095933,28.8319472,47.90972236,3.040257158,1.636063011
463,Hoka,0.00904,1.98121,0.74146,0.49785,416.94536,98.95329,0.90648,0.41968,16.59512,29.59771,0.04,0.036636936,0.11,35.08662909,35.00840163,34.69136462,17.54700284,7.92592521,0.727555131,8.653480341,35.43276831,2.29485868,2.176886936
