ID,Edge,R2,R4,ep,as,J,Je,ep1,ep2,ti,to,R1,R3,R5,t1,t2,t3,t4,Convection,Radiation,‚‘t,SAT,ar,ƒ°R
1,Hoka,0.09806,2.83346,0.42383,0.85569,387.45291,103.05183,0.21759,0.70855,26.9718,-1.09739,0.04,0.0382565,0.11,11.61781485,12.10668532,12.29741011,26.42340359,-4.768119753,-0.217302127,-4.985421881,11.41839798,1.139349149,3.1197765
2,Hoka,0.01993,0.62676,0.71891,0.35658,656.27829,89.75796,0.79736,0.50017,5.05431,-4.42987,0.04,0.03632189,0.11,3.04073166,3.091336975,3.183563803,4.775003195,-2.305670699,-0.233482075,-2.539152774,2.939165549,2.531606907,0.83301189
3,Hoka,0.04391,3.66326,0.60311,0.3228,905.61081,8.0854,0.63374,0.15522,-3.90386,-13.94628,0.04,0.03874075,0.11,-1.47345814,-1.501134855,-1.525553364,-3.834526392,0.610462725,0.019842803,0.630305528,-1.448245919,0.8126132,3.89591075
4,Hoka,0.06036,4.65861,0.65733,0.52553,10.26522,73.71079,0.03366,0.28486,39.19433,35.03158,0.04,0.039718691,0.11,33.20868567,33.28289322,33.33172402,39.05909423,-1.220769961,-0.008646154,-1.229416115,33.15950902,0.17706354,4.908688691
5,Hoka,0.00413,0.35409,0.04318,0.34286,667.58387,83.63964,0.68719,0.09189,-2.61706,-11.23634,0.04,0.039210806,0.11,-1.527601006,-1.536468158,-1.620654149,-2.380888905,2.10464978,0.042360177,2.147009958,-1.441720608,0.503173706,0.547430806
6,Hoka,0.01584,2.42897,0.67229,0.3013,223.64742,116.64145,0.63963,0.60919,12.17151,-11.04315,0.04,0.036248527,0.11,-11.16257366,-11.01992466,-10.69348428,11.18089201,-8.161009696,-0.844608439,-9.005618135,-11.52279838,2.587328256,2.631058527
7,Hoka,0.02247,1.55585,0.64006,0.45201,782.18264,0.93348,0.13047,0.2183,3.44923,-13.47201,0.04,0.039204455,0.11,1.909591414,1.929617573,1.964558145,3.35119362,-0.873514295,-0.017725525,-0.89123982,1.873941822,0.507304951,1.767524455
8,Hoka,0.09859,3.14157,0.0823,0.74159,930.47085,55.4039,0.74898,0.62091,20.53607,-5.20406,0.04,0.035801157,0.11,24.55146664,24.43454919,24.39209275,20.66651852,1.061410913,0.124484746,1.185895659,24.59890246,2.932058277,3.425961157
9,Hoka,0.09137,6.01508,0.41454,0.29297,443.48864,132.51825,0.44105,0.83121,-6.77903,25.76872,0.04,0.036617552,0.11,28.80175605,28.2818486,28.07348985,-6.15311537,5.208968569,0.481164434,5.690133003,29.02936137,2.309307626,6.293067552
10,Hoka,0.03959,4.26756,0.8567,0.38063,248.34924,58.67773,0.31823,0.79122,9.99705,34.50105,0.04,0.037488533,0.11,36.19019723,35.95740916,35.73697766,10.64384686,5.510787509,0.369183904,5.879971413,36.42539608,1.674823712,4.494638533
11,Hoka,0.0249,6.85405,0.02428,0.24536,892.61062,35.49623,0.36572,0.724,33.29759,32.44018,0.04,0.037270186,0.11,41.87608614,41.84568508,41.80018093,33.43189188,1.137603642,0.083322533,1.220926175,41.92492319,1.831097628,7.066220186
12,Hoka,0.04198,2.66979,0.88029,0.66404,349.91161,61.51075,0.56304,0.46751,13.4892,39.21275,0.04,0.037096073,0.11,46.49906469,46.01434309,45.58601371,14.75931375,10.70823468,0.838253982,11.54648866,46.96092423,1.957031218,2.898866073
13,Hoka,0.07332,2.70323,0.33454,0.58041,669.97919,81.56295,0.73573,0.83529,11.99741,21.53134,0.04,0.03488518,0.11,36.91094601,36.28568468,35.98818939,12.93547256,7.437382178,1.090459267,8.527841445,37.25205967,3.665467368,2.96143518
14,Hoka,0.04289,5.25026,0.54108,0.38424,732.70454,149.99829,0.75894,0.75525,32.98043,-11.59228,0.04,0.035118531,0.11,-2.618556032,-2.337797459,-2.107911037,32.26036838,-5.747160549,-0.798854204,-6.546014752,-2.880396622,3.47499516,5.478268531
15,Hoka,0.07343,0.53028,0.82216,0.14969,384.76326,65.30498,0.13009,0.31031,19.73903,1.14191,0.04,0.039099624,0.11,2.241377409,3.948120505,4.856918192,17.18228561,-22.71994217,-0.523188661,-23.24313083,1.311652175,0.575693214,0.792809624
16,Hoka,0.05106,2.75136,0.776,0.7491,430.94571,65.12458,0.64069,0.06476,-5.09317,-13.97614,0.04,0.03943762,0.11,-2.177186174,-2.227625644,-2.26658398,-4.984506825,0.973958399,0.013888645,0.987847045,-2.137672292,0.356499964,2.99185762
17,Hoka,0.04314,4.70079,0.77253,0.13328,674.72257,85.77218,0.66639,0.21903,37.16707,11.3738,0.04,0.038275954,0.11,12.60357008,12.82017367,13.01235515,36.61476598,-4.804537009,-0.216408583,-5.020945592,12.40273226,1.126063672,4.932205954
18,Hoka,0.03119,6.8092,0.86414,0.31783,763.9177,36.52163,0.15895,0.6129,5.20271,36.48691,0.04,0.038723576,0.11,45.44080083,45.26123213,45.03829073,5.836007763,5.573535025,0.183717363,5.757252388,45.67109092,0.824061221,7.029113576
19,Hoka,0.06756,2.59737,0.49995,0.80771,713.11399,81.47538,0.33881,0.57267,12.65633,13.56528,0.04,0.037674985,0.11,36.49819465,35.92550265,35.60613967,13.58877701,7.984074333,0.492716676,8.476791009,36.83726629,1.542810899,2.852604985
20,Hoka,0.0664,0.98966,0.20712,0.16623,947.92336,35.46155,0.07557,0.28564,25.82009,9.74147,0.04,0.03942815,0.11,16.57975305,17.08872394,17.39094955,24.97691534,-7.555640242,-0.109583965,-7.665224208,16.27314408,0.362589938,1.24548815
21,Hoka,0.09701,0.7596,0.12608,0.25294,23.49303,135.28278,0.06306,0.40236,5.12195,15.62108,0.04,0.039480532,0.11,14.7548728,13.82604005,13.44802941,6.175156917,9.450265879,0.12434246,9.574608339,15.13785714,0.328939052,1.046090532
22,Hoka,0.04062,2.20297,0.87691,0.12574,889.1423,127.44458,0.9725,0.28209,17.07681,-8.43843,0.04,0.037598859,0.11,-8.01677868,-7.590504708,-7.195935164,15.92244917,-9.864238593,-0.629950767,-10.49418936,-8.436546254,1.596551931,2.431188859
23,Hoka,0.07618,2.58829,0.39943,0.40467,193.35678,35.10564,0.7349,0.20397,7.53415,-12.94041,0.04,0.038337864,0.11,-9.900158941,-9.427981061,-9.190355812,6.852349438,-5.940631209,-0.257555721,-6.19818693,-10.14808642,1.083873549,2.852807864
24,Hoka,0.07019,0.65653,0.4718,0.32338,320.03349,0.08967,0.30348,0.53706,2.57455,-0.5105,0.04,0.037918544,0.11,3.925546119,3.817128284,3.758558025,2.7444597,1.464256482,0.080377158,1.544633641,3.987331465,1.372320344,0.914638544
25,Hoka,0.07266,1.39721,0.30556,0.57856,833.19699,76.95992,0.41709,0.64504,29.89065,22.08579,0.04,0.037126055,0.11,41.72939222,41.19741627,40.92560003,30.69600858,6.795406045,0.526035579,7.321441624,42.02224989,1.935261762,1.656996055
26,Hoka,0.05132,1.21846,0.96352,0.43964,385.38167,77.94405,0.86534,0.26348,23.92334,3.29865,0.04,0.03781588,0.11,7.853335041,8.435103559,8.863788061,22.67636929,-10.71711256,-0.618984828,-11.33609739,7.399891145,1.443916971,1.45759588
27,Hoka,0.03709,1.05761,0.75975,0.38254,323.03951,141.73759,0.1796,0.93279,15.42211,34.85692,0.04,0.038444526,0.11,34.92042021,34.33867584,33.73568618,17.14742357,15.07474149,0.609927346,15.68466884,35.54780696,1.011505481,1.283144526
28,Hoka,0.01185,5.78839,0.3517,0.56278,251.65964,52.24548,0.02474,0.33384,5.57812,34.97159,0.04,0.039785954,0.11,40.09840348,40.0296533,39.79882702,6.216307331,5.770657176,0.031045833,5.80170301,40.3304716,0.134498691,5.990025954
29,Hoka,0.0813,4.74886,0.47068,0.18494,344.21438,83.06878,0.70304,0.05608,3.33691,-2.5178,0.04,0.039506132,0.11,-1.411820504,-1.334290851,-1.296616844,3.23201133,-0.941850163,-0.011774112,-0.953624275,-1.449965475,0.312526149,5.019666132
30,Hoka,0.00641,3.03432,0.8011,0.92211,58.57821,80.1823,0.17534,0.43856,-7.81949,32.30983,0.04,0.038734288,0.11,31.37401084,31.29524202,30.81925853,-6.467762969,11.89958732,0.388840238,12.28842755,31.86554794,0.816919587,3.229464288
31,Hoka,0.00661,0.91653,0.30247,0.34097,533.07121,7.99029,0.70385,0.05546,22.26834,29.82116,0.04,0.039511359,0.11,37.06689593,36.97570278,36.43059457,23.78592644,13.62770513,0.168535186,13.79624032,37.61874554,0.309177488,1.112651359
32,Hoka,0.03493,5.87504,0.68335,0.96068,476.3168,39.20044,0.32802,0.65813,22.49258,25.15141,0.04,0.037595573,0.11,43.74154871,43.61901987,43.48714063,22.87844236,3.296981073,0.210858578,3.507839651,43.88186229,1.598876166,6.097565573
33,Hoka,0.07205,3.64532,0.98759,0.74641,495.57572,2.42606,0.37437,0.14714,31.35918,15.18708,0.04,0.038950297,0.11,31.16761495,31.17118482,31.1731147,31.35372982,-0.048246879,-0.001300244,-0.049547123,31.16563307,0.673745221,3.906320297
34,Hoka,0.04946,4.95179,0.97124,0.43981,534.43395,136.30392,0.9044,0.63165,9.49789,14.56426,0.04,0.035238638,0.11,18.95448134,18.86359938,18.79884894,9.700013257,1.61876098,0.218723178,1.837484158,19.02798071,3.377941232,5.186488638
35,Hoka,0.05484,5.72964,0.77666,0.41788,429.60869,26.26537,0.57177,0.85043,-9.36475,23.66239,0.04,0.03576048,0.11,30.31326336,29.94634025,29.70707427,-8.628762735,5.981649499,0.709143816,6.690793315,30.58089509,2.963830528,5.97024048
36,Hoka,0.09597,6.8699,0.82528,0.80534,355.26701,56.9608,0.33519,0.64387,22.8377,-6.32649,0.04,0.037575417,0.11,4.174202281,4.425998109,4.52458447,22.54909376,-2.464659037,-0.159034072,-2.623693109,4.069254557,1.613144758,7.153445417
37,Hoka,0.0702,3.84608,0.33501,0.46716,709.17107,101.0686,0.98492,0.49889,7.04166,27.51779,0.04,0.035939513,0.11,40.12409216,39.55238826,39.25969937,7.937492322,7.317222071,0.826708126,8.143930197,40.44984936,2.824528618,4.102219513
38,Hoka,0.01366,6.18705,0.68034,0.37346,730.92119,31.71392,0.04943,0.60289,-0.25958,9.81243,0.04,0.039567762,0.11,20.61112238,20.56622768,20.43618503,0.101943912,3.251066358,0.035514664,3.286581023,20.74258562,0.273100118,6.390277762
39,Hoka,0.06927,2.24372,0.76589,0.36843,300.81182,61.951,0.64587,0.56392,12.69704,-11.80589,0.04,0.036420185,0.11,-8.702180126,-8.099464895,-7.782574463,11.73993483,-7.922260795,-0.778695335,-8.70095613,-9.050218372,2.457301506,2.499410185
40,Hoka,0.09677,3.80057,0.2456,0.51999,14.99385,122.29093,0.93639,0.39128,-9.51146,19.17034,0.04,0.036799332,0.11,17.9320308,17.27535051,17.0256306,-8.765001053,6.242997838,0.542992592,6.78599043,18.20347042,2.174406454,4.084139332
41,Hoka,0.06258,1.35129,0.68896,0.49595,964.50148,21.08406,0.5471,0.93883,36.67234,11.12502,0.04,0.035696811,0.11,31.42560788,31.63614101,31.75623308,36.30227536,-3.002301704,-0.361922316,-3.36422402,31.29103891,3.013707078,1.599566811
42,Hoka,0.01967,1.11422,0.22576,0.4866,863.4855,40.40694,0.48396,0.5155,21.69504,24.87746,0.04,0.037177854,0.11,42.11170048,41.79821535,41.20570371,23.44813422,14.81279115,1.124429049,15.9372202,42.74918928,1.897733246,1.321067854
43,Hoka,0.04252,4.70737,0.93483,0.77588,445.69704,16.88989,0.08701,0.52183,4.92357,12.72547,0.04,0.039277719,0.11,26.89470263,26.70401462,26.52786715,5.416883299,4.403686636,0.080979718,4.484666353,27.07408928,0.459726841,4.939167719
44,Hoka,0.03715,1.4358,0.36609,0.22742,769.47992,118.78487,0.83138,0.33531,39.03137,37.83767,0.04,0.037325838,0.11,43.44646391,43.34523378,43.2435245,39.33110929,2.542731859,0.182170781,2.724902641,43.55546002,1.791093117,1.660275838
45,Hoka,0.06546,1.06346,0.26072,0.35146,203.36462,64.29676,0.17681,0.19659,12.02364,2.66555,0.04,0.039084539,0.11,5.256108107,5.602744308,5.809712169,11.44114715,-5.174196531,-0.121193027,-5.295389558,5.044292525,0.585564474,1.318004539
46,Hoka,0.05995,4.40691,0.92272,0.70562,269.95414,116.98624,0.13761,0.41521,32.3804,25.2425,0.04,0.038974811,0.11,28.86166649,28.90736745,28.93707865,32.29654503,-0.742779912,-0.019537989,-0.762317901,28.83117378,0.657596856,4.655834811
47,Hoka,0.00777,1.92449,0.05923,0.84776,406.21099,48.92252,0.50576,0.55364,36.29629,30.93852,0.04,0.036969166,0.11,45.60601813,45.57122804,45.40569896,36.78881392,4.138226969,0.339263191,4.47749016,45.78511774,2.049568532,2.119229166
48,Hoka,0.03968,2.16834,0.73583,0.20929,340.86096,34.02715,0.4211,0.26715,26.08413,-0.49132,0.04,0.038292639,0.11,1.931752182,2.3384751,2.730977467,24.95662191,-9.812559185,-0.437514348,-10.25007353,1.521749241,1.114679515,2.396312639
49,Hoka,0.09778,6.73674,0.13829,0.88871,758.48197,95.66862,0.31132,0.8622,-6.31431,-2.64056,0.04,0.037464605,0.11,25.90703849,25.45579094,25.28289453,-5.806668042,4.322410353,0.292516537,4.614926889,26.09163557,1.691860054,7.021984605
50,Hoka,0.03036,0.07823,0.30878,0.87071,933.60628,124.83381,0.4848,0.73558,-2.75902,26.5659,0.04,0.036556033,0.11,51.69634267,45.21666204,37.4145731,20.71808376,195.0522235,18.37599251,213.428216,60.23347131,2.355265705,0.295146033
51,Hoka,0.06386,2.6324,0.35814,0.75137,287.73986,62.34001,0.74211,0.62474,21.23765,14.06431,0.04,0.035805954,0.11,22.47612491,22.44829691,22.43269391,21.28558423,0.390075182,0.045690536,0.435765718,22.49355554,2.928316023,2.882065954
52,Hoka,0.09465,0.96305,0.47714,0.66102,947.33293,142.78703,0.61422,0.37881,23.89963,-5.04025,0.04,0.037389166,0.11,19.37416231,19.72960117,19.87000859,23.48654733,-3.510185503,-0.245111466,-3.755296969,19.22395043,1.745715901,1.245089166
53,Hoka,0.02466,4.6782,0.91809,0.15508,929.94016,124.92263,0.43309,0.608,-1.2693,19.88895,0.04,0.037131357,0.11,20.98906693,20.87589326,20.70548402,-0.76447016,4.260231106,0.32913108,4.589362185,21.17264142,1.931415642,4.889991357
54,Hoka,0.08067,4.79953,0.79156,0.93491,328.99464,80.75932,0.88263,0.80441,7.24585,33.872,0.04,0.034310488,0.11,44.17170946,43.57885388,43.3267011,8.054256023,6.303819391,1.045326271,7.349145662,44.46567528,4.145606837,5.064510488
55,Hoka,0.01455,2.63705,0.2543,0.91045,205.9292,134.74138,0.14574,0.71723,37.80612,3.71557,0.04,0.038780356,0.11,10.76372902,10.90423378,11.27872346,36.74388465,-9.362242003,-0.294442999,-9.656685002,10.37746162,0.786251303,2.840380356
56,Hoka,0.08938,2.00497,0.63388,0.91769,910.97768,33.05754,0.54759,0.47154,16.63534,-2.11607,0.04,0.037125185,0.11,33.02794511,32.37428138,32.10277335,17.43980421,6.787700578,0.525610416,7.313310994,33.32047755,1.93589276,2.281475185
57,Hoka,0.0706,5.92815,0.85259,0.96236,701.17543,39.77473,0.66986,0.52026,14.64083,25.60266,0.04,0.036546635,0.11,53.2155602,52.77239592,52.5429885,15.33131259,5.735185303,0.541929129,6.277114431,53.46664477,2.362299996,6.185296635
58,Hoka,0.02868,2.73054,0.68714,0.90065,79.07399,78.26214,0.26798,0.87182,5.82874,-12.47937,0.04,0.037777418,0.11,-11.48286221,-11.31206854,-11.0870984,5.173673631,-5.624253598,-0.330895212,-5.95514881,-11.72106816,1.470840557,2.946997418
59,Hoka,0.05558,6.96314,0.0322,0.85672,466.54133,123.02769,0.8093,0.29521,5.09521,9.39182,0.04,0.037629913,0.11,26.47828458,26.31244404,26.20016328,5.423429837,2.807019105,0.176797598,2.983816704,26.59763724,1.574602734,7.206349913
60,Hoka,0.01425,0.84893,0.26632,0.93133,507.99634,78.72915,0.79974,0.97617,21.17545,-7.06956,0.04,0.033927002,0.11,12.91693149,13.0337849,13.31199444,20.27342367,-6.955238399,-1.245000992,-8.200239391,12.58892192,4.475047873,1.047107002
61,Hoka,0.06463,2.84633,0.18175,0.36428,727.51839,113.26635,0.73253,0.04836,22.68169,16.8054,0.04,0.039570892,0.11,27.37167924,27.27263956,27.21200071,22.85025514,1.515971131,0.016439226,1.532410357,27.43297565,0.271100581,3.100530892
62,Hoka,0.08197,5.43671,0.2655,0.99416,3.85589,12.61997,0.18035,0.86851,9.6469,9.03387,0.04,0.038459279,0.11,9.059009451,9.067512751,9.071502391,9.635488959,-0.099741005,-0.003995734,-0.103736739,9.054859981,1.001527485,5.707139279
63,Hoka,0.00076,4.48179,0.59429,0.34864,798.01104,22.61913,0.09458,0.55651,36.08611,21.30544,0.04,0.039212997,0.11,32.84543722,32.84596897,32.87340484,36.00914708,-0.685896986,-0.013765924,-0.69966291,32.81745071,0.501748968,4.671762997
64,Hoka,0.0247,5.86662,0.79859,0.49943,609.47565,32.3168,0.98693,0.94379,28.68066,20.1212,0.04,0.032983993,0.11,32.21008904,32.19564216,32.17635001,28.74499836,0.482303601,0.102590538,0.58489414,32.23348481,5.317736471,6.074303993
65,Hoka,0.01956,5.8982,0.33113,0.47159,497.68905,4.28564,0.29293,0.48231,-7.51693,-1.88331,0.04,0.038064232,0.11,8.1562091,8.105669126,8.007317117,-7.232707241,2.458800231,0.125043036,2.583843267,8.259562831,1.271382633,6.105824232
66,Hoka,0.06153,6.03787,0.82376,0.11969,278.57361,32.8239,0.76536,0.63725,36.11024,27.72408,0.04,0.03566172,0.11,28.04977125,28.1291877,28.1752161,35.96826357,-1.150709917,-0.139984893,-1.29069481,27.99814346,3.041272413,6.28506172
67,Hoka,0.05614,1.6804,0.2115,0.14001,629.82904,139.52118,0.24647,0.46198,30.04259,18.56628,0.04,0.0383252,0.11,21.30278098,21.5630929,21.74080053,29.53253814,-4.442690724,-0.194144324,-4.636835048,21.11730758,1.092492906,1.9248652
68,Hoka,0.00054,2.95199,0.5247,0.39893,78.70239,68.29557,0.91919,0.09522,24.12164,33.82995,0.04,0.039156248,0.11,33.51584637,33.51421085,33.39561669,24.45480158,2.964854008,0.063887656,3.028741665,33.63699604,0.538708283,3.141686248
69,Hoka,0.08705,6.91879,0.03567,0.6299,541.18273,123.49925,0.72196,0.93093,7.8812,-5.41737,0.04,0.034590961,0.11,9.205041011,9.18892445,9.18252023,7.901565557,0.1601055,0.02503593,0.18514143,9.212446669,3.909286378,7.190430961
70,Hoka,0.05424,0.55686,0.65786,0.41395,549.54547,107.66028,0.10245,0.85271,17.15866,22.06177,0.04,0.039101753,0.11,28.28745816,27.4934242,26.92100311,18.76897962,14.31052721,0.328742065,14.63926928,28.87302894,0.574301108,0.800201753
71,Hoka,0.01099,5.67587,0.13311,0.26251,873.85838,29.43289,0.956,0.86242,5.33904,14.8519,0.04,0.033633612,0.11,24.52370789,24.48754637,24.37687827,5.700984221,2.766702591,0.523699418,3.290402009,24.65532397,4.73216221,5.870493612
72,Hoka,0.0922,4.47414,0.87269,0.48299,577.60621,25.33611,0.0403,0.86618,37.03368,9.44873,0.04,0.039637737,0.11,20.75495313,21.07321134,21.21003384,36.65397932,-3.420562645,-0.031261723,-3.451824368,20.61688015,0.228483776,4.755977737
73,Hoka,0.06697,0.52348,0.86964,0.67872,503.4485,141.29692,0.42903,0.77016,4.03862,6.51831,0.04,0.036805633,0.11,15.41512317,14.38171714,13.81377384,5.736016796,14.19858246,1.2322975,15.43087996,16.03235837,2.169754452,0.777255633
74,Hoka,0.00998,0.93082,0.94899,0.52868,86.96974,130.52264,0.23746,0.67351,15.39015,13.09354,0.04,0.038146335,0.11,9.908566789,9.958804527,10.15082713,14.83642744,-4.800565123,-0.233276336,-5.03384146,9.707213131,1.214837891,1.128946335
75,Hoka,0.09435,6.05111,0.87316,0.19045,637.24592,104.36329,0.31972,0.27361,21.80549,11.87187,0.04,0.038481426,0.11,13.24097998,13.36936718,13.42173096,21.65580699,-1.309094489,-0.051660155,-1.360754644,13.18654979,0.986562756,6.333941426
76,Hoka,0.00309,6.21137,0.08162,0.78603,993.65837,82.03288,0.50396,0.84862,6.89879,28.07983,0.04,0.036182217,0.11,61.40444285,61.377964,61.06791113,7.84140265,7.751321786,0.817884119,8.569205905,61.74721108,2.637885968,6.400642217
77,Hoka,0.05601,3.07597,0.09985,0.57649,342.04059,120.29931,0.92396,0.97891,36.37223,-10.36955,0.04,0.033147492,0.11,-1.851792766,-1.198099888,-0.811235409,35.08841967,-9.671611993,-1.999391001,-11.67100299,-2.318632886,5.168194821,3.315127492
78,Hoka,0.06354,0.72951,0.51069,0.32012,225.99763,80.336,0.61505,0.52756,9.78068,30.84647,0.04,0.036680316,0.11,31.29252985,29.83800304,28.99833505,12.29874656,20.99169953,1.899814628,22.89151416,32.20819041,2.262578388,0.979730316
79,Hoka,0.07549,0.78078,0.5235,0.49033,826.50768,48.12288,0.47285,0.44271,31.88002,22.63098,0.04,0.0374658,0.11,38.8768938,38.35066568,38.08949788,32.64681154,6.529195165,0.441637,6.970832165,39.15572709,1.691008575,1.0437358
80,Hoka,0.08879,2.29805,0.54561,0.37221,778.98508,80.44901,0.681,0.91907,24.70687,-11.69197,0.04,0.034885472,0.11,-0.594300117,0.293035781,0.641668871,23.60756885,-8.715827242,-1.277819538,-9.99364678,-0.994045988,3.665227359,2.571725472
81,Hoka,0.03671,4.79739,0.50025,0.41158,376.43699,54.06422,0.93253,0.25022,39.78732,1.55523,0.04,0.037875789,0.11,7.375821394,7.614647547,7.861058038,39.07168729,-6.160262263,-0.345489667,-6.50575193,7.115591317,1.402089928,5.021975789
82,Hoka,0.02065,4.01794,0.07929,0.60554,155.93655,5.0327,0.70214,0.31325,-1.86554,39.33249,0.04,0.037625907,0.11,42.99198941,42.77071368,42.36753208,-0.686831509,10.07954004,0.635991701,10.71553174,43.42061068,1.577432351,4.226215907
83,Hoka,0.0348,0.16942,0.14579,0.69145,479.58188,54.74864,0.17455,0.45648,39.87815,4.71052,0.04,0.038723008,0.11,20.92876209,22.79716204,24.87618695,33.97228809,-51.97562258,-1.714031172,-53.68965376,18.78117594,0.824439943,0.392943008
84,Hoka,0.04372,6.66906,0.09086,0.8107,196.13712,63.55748,0.3494,0.93631,18.63952,8.03085,0.04,0.037109872,0.11,14.71605513,14.74106047,14.76228519,18.57660629,-0.530618132,-0.041324705,-0.571942836,14.69317742,1.947007761,6.899889872
85,Hoka,0.08225,0.06021,0.22604,0.22447,245.45296,61.28328,0.33243,0.75222,24.84627,-0.58894,0.04,0.037440144,0.11,4.070854371,9.965221698,12.64833367,16.96322555,-67.07779942,-4.586241033,-71.66404045,1.204292753,1.709299154,0.329900144
86,Hoka,0.03229,5.5398,0.5135,0.51314,432.89393,79.91476,0.34745,0.73791,2.01552,34.45828,0.04,0.037363041,0.11,42.05214474,41.82611218,41.56456793,2.785528721,6.538606252,0.46147303,7.000079283,42.33214791,1.764416653,5.759453041
87,Hoka,0.05536,0.30194,0.97218,0.93719,838.44769,63.9822,0.53506,0.12937,18.4225,38.31688,0.04,0.038965913,0.11,66.01658952,60.81219253,57.14900466,28.76360675,91.57969653,2.430364801,94.01006133,69.77699197,0.663456228,0.546265913
88,Hoka,0.00246,6.70592,0.57224,0.30593,306.64034,5.33343,0.56665,0.84206,29.08478,15.81152,0.04,0.03581393,0.11,19.81165724,19.8149854,19.86343851,28.93595966,-1.211327584,-0.141584642,-1.352912225,19.75754075,2.922096459,6.89419393
89,Hoka,0.08498,6.72839,0.4968,0.53809,648.90163,91.47171,0.7112,0.28993,0.27093,-13.89133,0.04,0.037764646,0.11,-0.680457384,-0.668843056,-0.663681713,0.255896156,-0.129033589,-0.00763772,-0.136671309,-0.685924237,1.479792947,7.001134646
90,Hoka,0.09998,0.81916,0.17962,0.72411,353.62325,104.55892,0.79602,0.11055,12.34536,34.23814,0.04,0.039042217,0.11,43.39211499,40.48619266,39.35142921,15.542514,28.3690862,0.69595019,29.06503639,44.55471645,0.613299795,1.108182217
91,Hoka,0.00733,2.49459,0.82162,0.45258,917.52033,111.32606,0.92822,0.67753,32.19369,2.23439,0.04,0.034876271,0.11,16.54838074,16.59170864,16.79786355,31.54347599,-5.153872757,-0.757163702,-5.911036459,16.31193928,3.672790043,2.686796271
92,Hoka,0.06206,6.02743,0.3018,0.11126,972.00882,3.00353,0.6648,0.02385,30.31739,-14.0527,0.04,0.03978604,0.11,-9.137181259,-8.744739784,-8.493149516,29.62179602,-6.289756702,-0.033824914,-6.323581616,-9.390124524,0.134444444,6.27927604
93,Hoka,0.0787,1.81004,0.87181,0.84271,396.41734,29.30601,0.94504,0.36307,-2.51461,33.13228,0.04,0.036998069,0.11,45.6005906,43.74049556,42.86603655,0.085268711,21.86147525,1.77378576,23.63526101,46.54600104,2.028437856,2.075738069
94,Hoka,0.05799,3.9747,0.25696,0.79491,728.61382,76.55949,0.76336,0.58981,17.5776,12.24974,0.04,0.035913514,0.11,36.39610646,36.1349462,35.97320827,18.07298936,4.043448357,0.460091259,4.503539615,36.57624805,2.844671294,4.218603514
95,Hoka,0.09254,4.44554,0.73041,0.98946,156.77507,36.58161,0.61745,0.04947,-2.39686,13.72817,0.04,0.039566623,0.11,19.12724628,18.70233354,18.52065683,-1.891776771,4.541917681,0.049748035,4.591665715,19.31091291,0.273827258,4.727646623
96,Hoka,0.03687,5.66213,0.70245,0.58728,0.52999,149.7834,0.48953,0.9287,-7.11227,-8.30457,0.04,0.0361121,0.11,-12.82651327,-12.79046876,-12.75516519,-7.219807161,-0.882589259,-0.095021293,-0.977610552,-12.86561769,2.691549089,5.8851121
97,Hoka,0.09802,6.66598,0.39626,0.67144,706.02388,112.16385,0.41496,0.83822,23.13614,-8.18571,0.04,0.03677585,0.11,10.56559807,10.74389419,10.81078861,22.93605254,-1.672360561,-0.146616382,-1.818976943,10.49283899,2.191757948,6.95077585
98,Hoka,0.03154,0.02439,0.04444,0.13064,608.33923,88.90439,0.28094,0.2893,21.5867,38.89485,0.04,0.038538218,0.11,38.80920862,36.15257119,32.90646869,30.85208103,81.15256228,3.078174344,84.23073662,42.17843808,0.948267762,0.244468218
99,Hoka,0.022,5.45364,0.38616,0.31714,932.42356,90.00595,0.66418,0.50361,30.49144,-4.65435,0.04,0.036643544,0.11,6.859524293,6.951995998,7.106018317,30.02908147,-3.85055797,-0.35270135,-4.20325932,6.69139392,2.289936631,5.662283544
100,Hoka,0.03202,4.58937,0.94424,0.1359,662.53811,129.79215,0.70422,0.72756,33.00017,-3.23772,0.04,0.035487238,0.11,-4.338144914,-4.087336516,-3.809369703,32.13855464,-6.949170325,-0.88369657,-7.832866896,-4.65145959,3.179144161,4.806877238
101,Hoka,0.0257,1.8919,0.2473,0.21378,835.18386,37.99553,0.26602,0.20212,29.98185,31.81982,0.04,0.03884966,0.11,38.99958278,38.88743113,38.71789598,30.4618765,4.238378731,0.125498577,4.363877308,39.17413787,0.740251079,2.10644966
102,Hoka,0.08682,3.4594,0.59552,0.65037,598.32864,27.36171,0.97762,0.78252,26.77399,8.55514,0.04,0.034030257,0.11,24.78713505,24.83387951,24.85220162,26.71476528,-0.458052845,-0.080353717,-0.538406562,24.76559879,4.385613906,3.730250257
103,Hoka,0.08491,2.13938,0.73687,0.45346,159.17,80.52731,0.90252,0.69406,39.45654,19.83141,0.04,0.034863371,0.11,20.70620485,21.37821324,21.65413455,38.58596028,-6.898032694,-1.016328352,-7.914361046,20.3896304,3.683399301,2.409153371
104,Hoka,0.09287,1.45698,0.79738,0.94964,518.79035,89.27647,0.58039,0.97236,-8.336,8.28904,0.04,0.035389071,0.11,25.8084627,23.93793228,23.22514739,-6.120447656,17.81962241,2.321762537,20.14138495,26.6141181,3.257311636,1.735239071
